,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
139,2022-03-01,03:42:13,Database Backup Failure,The backup process for the database fails potentially leading to data loss in case of a disaster.,13,High,Resolved,Data Center,IT,Data,2022,March,night,First,9,5,10,15,3,3,2,3,6
140,2023-11-20,15:35:00,Storage Disk Failure,One of the storage disks has failed.,9,Medium,In Progress,Data Center,Infrastructure,Hardware,2023,November,day,Fourth,47,10,50,60,2,2,3,3,4
141,2023-03-23,22:56:24,Network Load Balancer Configuration,Configuring network load balancers to evenly distribute traffic and ensure high availability.,6,Medium,Resolved,Office,IT,Network,2023,March,night,First,12,30,60,90,2,3,2,1,3
142,2022-04-08,01:26:40,Application Data Inconsistency,The application experiences data inconsistencies leading to incorrect results or unexpected behavior.,13,Medium,Resolved,Server Room,Applications,Data,2022,April,night,Second,14,30,60,90,2,3,1,2,6
143,2022-01-05,03:36:47,Data Archiving Failure,A failure occurs in the archiving process potentially impacting the long-term storage and retrieval of data.,11,High,Resolved,Data Center,IT,Data,2022,January,night,First,1,15,30,45,3,3,2,3,6
144,2021-01-25,14:49:13,Printer Offline,The printer is offline and not responding to print requests.,19,Low,Resolved,Office,IT,Hardware,2021,January,day,First,4,10,20,30,1,3,2,1,4
145,2023-02-12,11:35:00,Application Update Required,The application requires an update to address security vulnerabilities.,7,High,In Progress,Office,Applications,Application,2023,February,day,First,6,0,0,0,3,2,1,1,0
146,2023-12-06,16:40:00,Unauthorized Access,An unauthorized user gained access to sensitive data.,12,Critical,Open,Data Center,Security,Security,2023,December,day,Fourth,49,0,0,0,4,1,4,3,5
147,2021-01-05,22:01:36,Application User Interface Error,There is an error in the application user interface causing display issues and usability problems.,1,Medium,Resolved,Server Room,Applications,Application,2021,January,night,First,1,15,30,45,2,3,1,2,0
148,2023-12-06,13:45:00,Mouse Connectivity Problem,The mouse is not connecting to the computer.,9,Low,Open,Office,IT,Hardware,2023,December,day,Fourth,49,5,40,20,1,1,2,1,4
149,2022-10-27,13:15:55,Server Room Water Leak Detected,Water leakage is detected in the server room posing a risk to equipment and requiring immediate action.,8,High,Resolved,Server Room,Infrastructure,Infrastructure,2022,October,day,Fourth,43,30,60,90,3,3,3,2,2
150,2023-08-10,10:40:00,Application Functionality Issue,The application is not functioning as expected.,0,Medium,Open,Office,Applications,Application,2023,August,day,Third,32,0,0,0,2,1,1,1,0
151,2021-07-17,19:40:10,Server Room Security Camera Failure,The security cameras in the server room fail affecting surveillance and monitoring capabilities.,8,Medium,Resolved,Server Room,Infrastructure,Infrastructure,2021,July,night,Third,28,20,40,60,2,3,3,2,2
152,2023-09-25,11:20:00,Printer Paper Jam,The printer is jammed with paper.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,September,day,Third,39,5,5,10,1,3,3,1,4
153,2021-07-18,20:36:15,Internet Connectivity Slow,The internet connection is experiencing slow speeds affecting online operations.,5,Medium,Resolved,Office,Infrastructure,Network,2021,July,night,Third,28,15,30,45,2,3,3,1,3
154,2022-03-29,01:31:15,Database Backup Failure,The database backup process fails resulting in no recent backup copies available.,13,High,Resolved,Data Center,IT,Data,2022,March,night,First,13,10,20,30,3,3,2,3,6
155,2023-10-18,08:50:00,Network Outage,Complete loss of network connectivity.,6,Critical,Resolved,Server Room,Infrastructure,Network,2023,October,day,Fourth,42,30,150,180,4,3,3,2,3
156,2023-08-01,15:02:03,Database Indexing Error,There is an error in the database indexing process impacting query performance and search capabilities.,2,Medium,Resolved,Data Center,IT,Performance,2023,August,day,Third,31,10,20,30,2,3,2,3,1
157,2021-11-23,09:04:12,Data Backup Failure,A failure occurs during the data backup process resulting in incomplete or failed backups.,11,High,Resolved,Data Center,IT,Data,2021,November,day,Fourth,47,15,30,45,3,3,2,3,6
158,2023-06-19,15:25:00,Server Room Temperature Warning,Elevated temperature detected in the server room.,9,Low,Open,Server Room,Infrastructure,Hardware,2023,June,day,Second,25,0,0,0,1,1,3,2,4
159,2023-06-15,09:00:00,Headphone Jack Failure,The headphone jack on the computer is not working.,9,Low,Open,Office,IT,Hardware,2023,June,day,Second,24,2,20,10,1,1,2,1,4
160,2023-11-22,12:25:00,Network Congestion,High network traffic causing delays and packet loss.,6,Low,Resolved,Server Room,Infrastructure,Network,2023,November,day,Fourth,47,0,0,0,1,3,3,2,3
161,2021-05-06,08:40:00,Server Room Access Control Issue,There is an issue with the access control system in the server room requiring investigation.,16,Medium,Resolved,Server Room,Infrastructure,Security,2021,May,day,Second,18,10,20,30,2,3,3,2,5
162,2023-10-06,16:45:00,Monitor Display Issue,The monitor is displaying distorted images.,9,Low,Open,Office,IT,Hardware,2023,October,day,Fourth,40,5,60,30,1,1,2,1,4
163,2021-09-01,12:33:04,Malware Detected,The system detects the presence of malware on a server.,12,Critical,Resolved,Server Room,IT,Security,2021,September,day,Third,35,15,30,45,4,3,2,2,5
164,2021-05-17,00:13:23,Server Room Power Distribution Failure,There is a failure in the power distribution system in the server room impacting equipment availability.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,May,night,Second,20,10,20,30,4,3,3,2,2
165,2022-05-03,06:28:04,Phishing Attack,An employee falls victim to a phishing attack potentially compromising sensitive information.,10,Critical,Resolved,Office,IT,Security,2022,May,day,Second,18,20,40,60,4,3,2,1,5
166,2023-03-15,18:50:40,Network Routing Misconfiguration,A misconfiguration in network routing causes connectivity issues or suboptimal network traffic flow.,17,High,Resolved,Data Center,IT,Configuration,2023,March,day,First,11,30,60,90,3,3,2,3,7
167,2022-07-29,04:27:52,Database Server Hardware Failure,The database server experiences a hardware failure resulting in service interruption and potential data loss.,8,Critical,Resolved,Data Center,IT,Infrastructure,2022,July,night,Third,30,20,40,60,4,3,2,3,2
168,2023-03-11,09:30:00,Server Fan Failure,A fan failure has been detected on the server.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,March,day,First,10,5,25,30,3,3,3,3,4
169,2022-10-18,22:32:12,Printer Driver Compatibility Issue,The printer driver is incompatible with the operating system causing printing problems.,19,Medium,Resolved,Office,IT,Hardware,2022,October,night,Fourth,42,20,40,60,2,3,2,1,4
170,2023-11-15,13:30:00,Security Breach,Unauthorized access detected in the system.,12,Critical,In Progress,Data Center,Security,Security,2023,November,day,Fourth,46,0,0,0,4,2,4,3,5
171,2021-11-22,01:36:33,Data Access Permission Issue,Users experience issues accessing or modifying data due to permission restrictions or misconfigurations.,11,Medium,Resolved,Office,IT,Data,2021,November,night,Fourth,47,10,20,30,2,3,2,1,6
172,2023-07-24,13:20:00,Network Congestion,High network traffic causing delays and packet loss.,6,Low,Resolved,Server Room,Infrastructure,Network,2023,July,day,Third,30,0,0,0,1,3,3,2,3
173,2021-06-14,00:01:17,Network Load Balancer Configuration Issue,The network load balancer configuration needs to be adjusted to evenly distribute traffic.,5,Medium,Resolved,Data Center,Infrastructure,Network,2021,June,night,Second,24,15,30,45,2,3,3,3,3
174,2023-07-30,13:10:00,Database Backup Failure,The scheduled database backup has failed.,11,Medium,In Progress,Office,IT,Data,2023,July,day,Third,30,0,0,0,2,2,2,1,6
175,2021-07-08,11:16:38,Application Crashes on Startup,The application crashes immediately upon startup preventing its usage.,1,High,Resolved,Office,Applications,Application,2021,July,day,Third,27,5,10,15,3,3,1,1,0
176,2022-12-13,14:47:52,High Network Latency,A network experiences abnormally high latency causing delays in data transmission or application response times.,4,High,Resolved,Data Center,IT,Performance,2022,December,day,Fourth,50,10,20,30,3,3,2,3,1
177,2023-10-01,01:06:18,Network Wireless Access Point Failure,A wireless access point fails causing connectivity issues for wireless devices.,8,Medium,Resolved,Office,IT,Infrastructure,2023,October,night,Fourth,39,10,20,30,2,3,2,1,2
178,2023-07-11,14:10:00,Data Center Cooling Failure,The cooling system in the data center has failed.,3,Critical,Resolved,Data Center,Infrastructure,Infrastructure,2023,July,day,Third,28,15,105,120,4,3,3,3,2
179,2023-11-17,12:20:00,Application Slow Performance,The application is running slower than usual.,4,Medium,Open,Office,Applications,Performance,2023,November,day,Fourth,46,0,0,0,2,1,1,1,1
180,2021-11-05,20:21:05,Malicious Software Installation,An unauthorized installation of malicious software is detected on a workstation.,12,Critical,Resolved,Office,IT,Security,2021,November,night,Fourth,44,20,40,60,4,3,2,1,5
181,2023-12-06,13:15:00,Data Corruption,Data integrity issues detected in the database.,11,High,In Progress,Office,IT,Data,2023,December,day,Fourth,49,0,0,0,3,2,2,1,6
182,2022-12-17,17:10:38,Virtualization Host Failure,A virtualization host experiences a failure affecting the availability of virtual machines and services.,3,High,Resolved,Data Center,IT,Infrastructure,2022,December,day,Fourth,50,5,10,15,3,3,2,3,2
183,2023-09-15,09:45:00,Security Breach,Unauthorized access detected in the system.,12,Critical,In Progress,Data Center,Security,Security,2023,September,day,Third,37,0,0,0,4,2,4,3,5
184,2023-09-14,12:20:00,Data Backup Error,An error occurred during the data backup process.,11,High,Open,Office,IT,Data,2023,September,day,Third,37,0,0,0,3,1,2,1,6
185,2023-03-20,21:09:00,Network Packet Loss,There is significant packet loss in the network affecting communication and data transfer.,5,High,Resolved,Office,IT,Network,2023,March,night,First,12,10,20,30,3,3,2,1,3
186,2021-03-09,21:31:30,Server Room Water Leakage,Water leakage is detected in the server room posing a risk to equipment and requiring immediate action.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2021,March,night,First,10,5,10,15,4,3,3,2,2
187,2022-08-16,06:36:04,File Server Access Denied,Users are unable to access files on the network file server due to permission issues.,1,Medium,Resolved,Server Room,IT,Application,2022,August,day,Third,33,15,30,45,2,3,2,2,0
188,2020-07-12,03:53:23,Network Cable Management,Organizing and managing network cables for proper organization and improved airflow in network racks.,6,Medium,Resolved,Data Center,IT,Network,2020,July,night,Third,28,20,40,60,2,3,2,3,3
189,2022-11-24,05:18:36,Server Room Cooling System Maintenance,The cooling system in the server room requires maintenance leading to planned downtime.,7,Low,Resolved,Server Room,Infrastructure,Infrastructure,2022,November,night,Fourth,47,30,60,90,1,3,3,2,2
190,2020-12-31,11:40:48,Network DHCP Server Failure,The DHCP server has failed causing issues with IP address allocation and network connectivity.,6,Critical,Resolved,Data Center,IT,Network,2020,December,day,Fourth,53,10,20,30,4,3,2,3,3
191,2023-07-30,08:45:00,Network Configuration Error,Incorrect network configuration causing connectivity issues.,6,Medium,Resolved,Server Room,Infrastructure,Network,2023,July,day,Third,30,5,15,20,2,3,3,2,3
192,2022-10-31,06:30:00,Application Crash,An application crashes or terminates unexpectedly requiring a restart or troubleshooting.,4,Critical,Resolved,Office,IT,Performance,2022,October,day,Fourth,44,15,30,45,4,3,2,1,1
193,2023-03-13,12:30:31,Application Data Inconsistency,There is inconsistency in the application data causing discrepancies and incorrect results.,13,Medium,Resolved,Server Room,Applications,Data,2023,March,day,First,11,5,10,15,2,3,1,2,6
194,2022-02-02,06:50:26,Database Indexing Error,A database indexing error leads to poor query performance or inefficient data retrieval.,17,High,Resolved,Data Center,IT,Configuration,2022,February,day,First,5,10,20,30,3,3,2,3,7
195,2021-06-06,02:38:20,Application Data Encryption Error,There is an error in the application's data encryption process potentially compromising data security.,16,Medium,Resolved,Server Room,Applications,Application,2021,June,night,Second,22,30,60,90,2,3,1,2,0
196,2023-01-06,09:15:00,Server Performance Degradation,The server response time has significantly increased.,4,High,In Progress,Data Center,Infrastructure,Performance,2023,January,day,First,1,10,0,60,3,2,3,3,1
197,2023-11-06,10:30:00,Keyboard Malfunction,Some keys on the keyboard are not functioning properly.,9,Medium,Open,Office,IT,Hardware,2023,November,day,Fourth,45,5,30,15,2,1,2,1,4
198,2022-08-23,13:05:47,Data Validation Failure,Data validation checks in the application fail allowing invalid or incorrect data.,0,High,Resolved,Office,IT,Application,2022,August,day,Third,34,30,60,90,3,3,2,1,0
199,2022-06-04,18:58:34,Database Locking,Database locks prevent concurrent access leading to contention and performance issues.,4,High,Resolved,Data Center,IT,Performance,2022,June,day,Second,22,20,40,60,3,3,2,3,1
200,2023-01-11,10:40:00,Application Update Required,The application requires an update to address security vulnerabilities.,7,High,In Progress,Office,Applications,Application,2023,January,day,First,2,0,0,0,3,2,1,1,0
201,2023-10-21,09:05:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,Open,Office,Applications,Application,2023,October,day,Fourth,42,0,0,0,2,1,1,1,0
202,2021-05-29,16:52:48,Network Firewall Misconfiguration,A network firewall is misconfigured leading to unintended access or blocking of traffic.,3,High,Resolved,Data Center,IT,Infrastructure,2021,May,day,Second,21,20,40,60,3,3,2,3,2
203,2020-02-12,12:22:39,Database Query Performance Issue,Database queries experience slow performance affecting application response times.,2,Medium,Resolved,Data Center,IT,Performance,2020,February,day,First,7,15,30,45,2,3,2,3,1
